"X","Working_Year","Designation","Experience","Employment_Status","Salary_In_Rupees","Employee_Location","Company_Location","Company_Size","Remote_Working_Ratio","DesignationCategory","USDSalary"
568,"2022","Data Analyst","MI","FT","5,206,869.00","GB","GB","M","0","Data Analyst",67689.297
569,"2022","Data Analyst","SE","FT","6,365,560.00","US","US","M","100","Data Analyst",82752.28
570,"2022","Data Scientist","SE","FT","11,139,730.00","US","US","M","100","Data Scientist",144816.49
571,"2022","Data Scientist","SE","FT","16,709,595.00","US","US","M","100","Data Scientist",217224.735
572,"2022","Data Scientist","SE","FT","11,139,730.00","US","US","M","100","Data Scientist",144816.49
573,"2022","Data Analyst","SE","FT","7,956,950.00","US","US","M","100","Data Analyst",103440.35
574,"2022","Data Analyst","SE","FT","5,490,296.00","US","US","M","100","Data Analyst",71373.848
575,"2022","Data Scientist","SE","FT","16,709,595.00","US","US","M","100","Data Scientist",217224.735
576,"2022","Data Scientist","SE","FT","11,139,730.00","US","US","M","100","Data Scientist",144816.49
577,"2022","Data Scientist","SE","FT","16,709,595.00","US","US","M","100","Data Scientist",217224.735
578,"2022","Data Analyst","SE","FT","11,941,393.00","US","US","M","100","Data Analyst",155238.109
579,"2022","Data Engineer","SE","FT","7,956,950.00","US","US","M","100","Data Engineer",103440.35
580,"2022","Data Engineer","SE","FT","1,989,238.00","US","US","M","100","Data Engineer",25860.094
581,"2022","Data Analyst","SE","FT","10,065,542.00","US","US","M","100","Data Analyst",130852.046
582,"2022","Data Analyst","SE","FT","8,455,055.00","US","US","M","100","Data Analyst",109915.715
583,"2022","Data Engineer","SE","FT","17,514,043.00","US","US","M","100","Data Engineer",227682.559
584,"2022","Data Engineer","SE","FT","12,737,486.00","US","US","M","100","Data Engineer",165587.318
585,"2022","Data Analyst","SE","FT","8,354,798.00","US","US","M","100","Data Analyst",108612.374
586,"2022","Data Analyst","SE","FT","8,826,247.00","US","US","M","100","Data Analyst",114741.211
587,"2022","Data Analyst","MI","FT","3,644,840.00","GB","GB","M","0","Data Analyst",47382.92
588,"2022","Data Scientist","SE","FT","11,139,730.00","US","US","M","100","Data Scientist",144816.49
589,"2022","Data Analyst","SE","FT","7,877,381.00","US","US","M","0","Data Analyst",102405.953
590,"2022","Data Analyst","SE","FT","4,774,170.00","US","US","M","100","Data Analyst",62064.21
591,"2022","Data Architect","SE","FT","15,322,221.00","US","US","M","100","Data Engineer",199188.873
592,"2022","Data Architect","SE","FT","11,525,960.00","US","US","M","100","Data Engineer",149837.48
593,"2022","Data Scientist","SE","FT","18,300,985.00","US","US","M","100","Data Scientist",237912.805
594,"2022","Data Scientist","SE","FT","11,935,425.00","US","US","M","100","Data Scientist",155160.525
595,"2022","Data Analytics Manager","SE","FT","11,956,113.00","US","US","M","100","Data Analyst",155429.469
596,"2022","Data Analytics Manager","SE","FT","8,695,355.00","US","US","M","100","Data Analyst",113039.615
597,"2022","Data Scientist","SE","FT","16,709,595.00","US","US","M","100","Data Scientist",217224.735
598,"2022","Data Analyst","SE","FT","13,526,815.00","US","US","M","100","Data Analyst",175848.595
599,"2022","Data Scientist","MI","FT","12,731,120.00","US","US","M","100","Data Scientist",165504.56
600,"2022","Data Scientist","MI","FT","10,344,035.00","US","US","M","100","Data Scientist",134472.455
601,"2022","Data Analyst","EN","FT","5,331,157.00","CA","CA","M","0","Data Analyst",69305.041
602,"2022","Data Analyst","EN","FT","4,137,614.00","CA","CA","M","0","Data Analyst",53788.982
603,"2022","Data Engineer","SE","FT","12,253,703.00","US","US","M","100","Data Engineer",159298.139
604,"2022","Data Engineer","SE","FT","10,025,757.00","US","US","M","100","Data Engineer",130334.841
605,"2022","Data Analyst","SE","FT","10,264,466.00","US","US","M","0","Data Analyst",133438.058
606,"2022","Data Analyst","SE","FT","11,935,425.00","US","US","M","100","Data Analyst",155160.525
607,"2022","AI Scientist","MI","FT","15,913,900.00","IN","US","L","100","AI Engineer",206880.7
